,sampleId,path,label
3172,006394,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006394.jpg,"{'annotations': [{'category_id': 'cat', 'bbox': ['33', '16', '16', '452']}]}"
416,000819,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000819.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['71', '14', '14', '316']}]}"
1020,002014,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002014.jpg,"{'annotations': [{'category_id': 'aeroplane', 'bbox': ['132', '146', '146', '206']}]}"
1158,002304,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002304.jpg,"{'annotations': [{'category_id': 'cat', 'bbox': ['19', '47', '47', '333']}]}"
2532,005082,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005082.jpg,"{'annotations': [{'category_id': 'dog', 'bbox': ['172', '185', '185', '265']}, {'category_id': 'sofa', 'bbox': ['1', '173', '173', '287']}, {'category_id': 'sofa', 'bbox': ['306', '181', '181', '337']}]}"
1806,003641,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003641.jpg,"{'annotations': [{'category_id': 'sofa', 'bbox': ['1', '277', '277', '500']}]}"
817,001624,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001624.jpg,"{'annotations': [{'category_id': 'horse', 'bbox': ['171', '129', '129', '266']}]}"
582,001155,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001155.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['374', '247', '247', '375']}, {'category_id': 'boat', 'bbox': ['22', '134', '134', '308']}]}"
3198,006451,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006451.jpg,"{'annotations': [{'category_id': 'cat', 'bbox': ['1', '65', '65', '257']}]}"
2428,004865,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004865.jpg,"{'annotations': [{'category_id': 'horse', 'bbox': ['17', '52', '52', '291']}]}"
3503,007082,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007082.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['243', '192', '192', '216']}, {'category_id': 'car', 'bbox': ['198', '184', '184', '201']}, {'category_id': 'car', 'bbox': ['147', '188', '188', '208']}, {'category_id': 'car', 'bbox': ['122', '186', '186', '193']}, {'category_id': 'car', 'bbox': ['82', '185', '185', '194']}, {'category_id': 'car', 'bbox': ['19', '182', '182', '195']}, {'category_id': 'car', 'bbox': ['2', '183', '183', '195']}]}"
3746,007557,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007557.jpg,"{'annotations': [{'category_id': 'bird', 'bbox': ['167', '83', '83', '172']}]}"
2839,005706,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005706.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['43', '200', '200', '341']}]}"
3938,007945,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007945.jpg,"{'annotations': [{'category_id': 'train', 'bbox': ['89', '113', '113', '283']}]}"
912,001811,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001811.jpg,"{'annotations': [{'category_id': 'tvmonitor', 'bbox': ['294', '149', '149', '186']}, {'category_id': 'sofa', 'bbox': ['354', '199', '199', '285']}, {'category_id': 'chair', 'bbox': ['412', '162', '162', '197']}, {'category_id': 'chair', 'bbox': ['135', '175', '175', '193']}, {'category_id': 'pottedplant', 'bbox': ['1', '167', '167', '241']}, {'category_id': 'pottedplant', 'bbox': ['170', '109', '109', '193']}, {'category_id': 'pottedplant', 'bbox': ['196', '169', '169', '195']}]}"
1388,002792,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002792.jpg,"{'annotations': [{'category_id': 'tvmonitor', 'bbox': ['29', '25', '25', '190']}, {'category_id': 'person', 'bbox': ['194', '75', '75', '375']}, {'category_id': 'person', 'bbox': ['371', '66', '66', '365']}, {'category_id': 'chair', 'bbox': ['219', '254', '254', '374']}]}"
951,001884,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001884.jpg,"{'annotations': [{'category_id': 'bus', 'bbox': ['189', '217', '217', '245']}, {'category_id': 'bus', 'bbox': ['309', '213', '213', '245']}, {'category_id': 'aeroplane', 'bbox': ['130', '112', '112', '211']}]}"
1271,002552,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002552.jpg,"{'annotations': [{'category_id': 'cat', 'bbox': ['102', '241', '241', '348']}]}"
1441,002892,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002892.jpg,"{'annotations': [{'category_id': 'bird', 'bbox': ['162', '188', '188', '256']}]}"
4402,008830,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008830.jpg,"{'annotations': [{'category_id': 'cat', 'bbox': ['78', '124', '124', '256']}]}"
82,000167,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000167.jpg,"{'annotations': [{'category_id': 'dog', 'bbox': ['27', '18', '18', '374']}]}"
1183,002360,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002360.jpg,"{'annotations': [{'category_id': 'horse', 'bbox': ['74', '153', '153', '386']}]}"
3848,007766,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007766.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['192', '35', '35', '188']}]}"
2053,004132,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004132.jpg,"{'annotations': [{'category_id': 'sofa', 'bbox': ['1', '85', '85', '316']}, {'category_id': 'person', 'bbox': ['318', '34', '34', '333']}, {'category_id': 'person', 'bbox': ['45', '14', '14', '333']}]}"
454,000909,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000909.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['127', '182', '182', '500']}]}"
3812,007693,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007693.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['133', '106', '106', '363']}]}"
184,000368,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000368.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['50', '21', '21', '482']}]}"
4271,008589,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008589.jpg,"{'annotations': [{'category_id': 'bird', 'bbox': ['179', '89', '89', '196']}]}"
1642,003314,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003314.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['242', '64', '64', '314']}, {'category_id': 'chair', 'bbox': ['14', '322', '322', '375']}, {'category_id': 'chair', 'bbox': ['280', '285', '285', '375']}, {'category_id': 'tvmonitor', 'bbox': ['176', '52', '52', '185']}, {'category_id': 'tvmonitor', 'bbox': ['1', '68', '68', '202']}]}"
4141,008344,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008344.jpg,"{'annotations': [{'category_id': 'sheep', 'bbox': ['342', '203', '203', '268']}, {'category_id': 'sheep', 'bbox': ['196', '126', '126', '168']}, {'category_id': 'sheep', 'bbox': ['67', '107', '107', '157']}, {'category_id': 'sheep', 'bbox': ['1', '100', '100', '138']}]}"
4683,009399,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009399.jpg,"{'annotations': [{'category_id': 'train', 'bbox': ['142', '67', '67', '275']}]}"
4837,009736,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009736.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['6', '5', '5', '500']}]}"
2764,005553,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005553.jpg,"{'annotations': [{'category_id': 'motorbike', 'bbox': ['56', '105', '105', '432']}]}"
3405,006875,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006875.jpg,"{'annotations': [{'category_id': 'horse', 'bbox': ['145', '78', '78', '458']}]}"
2430,004871,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004871.jpg,"{'annotations': [{'category_id': 'train', 'bbox': ['67', '88', '88', '361']}]}"
3842,007755,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007755.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['90', '38', '38', '499']}]}"
4489,009012,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009012.jpg,"{'annotations': [{'category_id': 'bottle', 'bbox': ['114', '1', '1', '499']}, {'category_id': 'person', 'bbox': ['102', '1', '1', '167']}, {'category_id': 'diningtable', 'bbox': ['2', '167', '167', '500']}]}"
3067,006164,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006164.jpg,"{'annotations': [{'category_id': 'boat', 'bbox': ['92', '390', '390', '443']}]}"
789,001572,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001572.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['6', '111', '111', '350']}, {'category_id': 'car', 'bbox': ['148', '119', '119', '166']}, {'category_id': 'person', 'bbox': ['215', '96', '96', '170']}, {'category_id': 'person', 'bbox': ['243', '100', '100', '115']}, {'category_id': 'car', 'bbox': ['421', '79', '79', '102']}, {'category_id': 'car', 'bbox': ['440', '146', '146', '162']}, {'category_id': 'tvmonitor', 'bbox': ['422', '132', '132', '170']}]}"
3020,006068,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006068.jpg,"{'annotations': [{'category_id': 'tvmonitor', 'bbox': ['4', '147', '147', '268']}]}"
2749,005523,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005523.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['1', '4', '4', '340']}, {'category_id': 'person', 'bbox': ['455', '22', '22', '184']}, {'category_id': 'person', 'bbox': ['197', '25', '25', '81']}, {'category_id': 'person', 'bbox': ['165', '25', '25', '91']}, {'category_id': 'person', 'bbox': ['119', '26', '26', '64']}]}"
4171,008396,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008396.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['10', '79', '79', '286']}]}"
4192,008435,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008435.jpg,"{'annotations': [{'category_id': 'train', 'bbox': ['145', '115', '115', '224']}]}"
1455,002918,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002918.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['40', '56', '56', '331']}, {'category_id': 'person', 'bbox': ['420', '188', '188', '331']}]}"
532,001051,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001051.jpg,"{'annotations': [{'category_id': 'bird', 'bbox': ['222', '85', '85', '298']}]}"
2908,005849,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005849.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['242', '238', '238', '357']}, {'category_id': 'person', 'bbox': ['266', '210', '210', '354']}, {'category_id': 'person', 'bbox': ['363', '110', '110', '147']}, {'category_id': 'person', 'bbox': ['349', '112', '112', '141']}, {'category_id': 'person', 'bbox': ['324', '116', '116', '144']}, {'category_id': 'person', 'bbox': ['284', '100', '100', '153']}, {'category_id': 'boat', 'bbox': ['2', '2', '2', '266']}]}"
4820,009696,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009696.jpg,"{'annotations': [{'category_id': 'bird', 'bbox': ['14', '203', '203', '253']}]}"
108,000217,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000217.jpg,"{'annotations': [{'category_id': 'diningtable', 'bbox': ['133', '184', '184', '333']}, {'category_id': 'chair', 'bbox': ['121', '210', '210', '320']}, {'category_id': 'chair', 'bbox': ['296', '224', '224', '333']}, {'category_id': 'chair', 'bbox': ['351', '192', '192', '241']}, {'category_id': 'chair', 'bbox': ['320', '182', '182', '227']}, {'category_id': 'chair', 'bbox': ['292', '169', '169', '217']}, {'category_id': 'chair', 'bbox': ['251', '167', '167', '205']}, {'category_id': 'chair', 'bbox': ['156', '172', '172', '195']}]}"
2665,005339,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/005339.jpg,"{'annotations': [{'category_id': 'cow', 'bbox': ['171', '34', '34', '386']}, {'category_id': 'cow', 'bbox': ['120', '19', '19', '238']}, {'category_id': 'cow', 'bbox': ['1', '31', '31', '316']}, {'category_id': 'horse', 'bbox': ['396', '50', '50', '77']}]}"
125,000255,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000255.jpg,"{'annotations': [{'category_id': 'dog', 'bbox': ['2', '2', '2', '332']}]}"
2456,004919,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004919.jpg,"{'annotations': [{'category_id': 'bottle', 'bbox': ['310', '32', '32', '261']}]}"
919,001820,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001820.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['93', '71', '71', '316']}]}"
4342,008707,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008707.jpg,"{'annotations': [{'category_id': 'tvmonitor', 'bbox': ['319', '99', '99', '248']}, {'category_id': 'tvmonitor', 'bbox': ['4', '131', '131', '254']}]}"
4827,009715,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009715.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['33', '96', '96', '375']}, {'category_id': 'person', 'bbox': ['290', '122', '122', '358']}, {'category_id': 'sofa', 'bbox': ['29', '163', '163', '374']}]}"
4492,009017,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009017.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['182', '29', '29', '373']}, {'category_id': 'person', 'bbox': ['90', '66', '66', '243']}]}"
268,000534,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000534.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['3', '15', '15', '500']}]}"
4069,008194,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008194.jpg,"{'annotations': [{'category_id': 'train', 'bbox': ['49', '138', '138', '323']}]}"
4682,009397,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009397.jpg,"{'annotations': [{'category_id': 'tvmonitor', 'bbox': ['1', '163', '163', '240']}, {'category_id': 'sofa', 'bbox': ['416', '181', '181', '304']}]}"
1904,003841,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003841.jpg,"{'annotations': [{'category_id': 'cow', 'bbox': ['2', '9', '9', '445']}]}"
2223,004465,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004465.jpg,"{'annotations': [{'category_id': 'dog', 'bbox': ['213', '186', '186', '340']}, {'category_id': 'person', 'bbox': ['87', '85', '85', '359']}, {'category_id': 'sofa', 'bbox': ['1', '109', '109', '375']}]}"
4938,009934,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009934.jpg,"{'annotations': [{'category_id': 'bird', 'bbox': ['215', '101', '101', '244']}]}"
1052,002077,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002077.jpg,"{'annotations': [{'category_id': 'sofa', 'bbox': ['1', '1', '1', '409']}]}"
265,000529,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000529.jpg,"{'annotations': [{'category_id': 'boat', 'bbox': ['290', '143', '143', '250']}]}"
1386,002789,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002789.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['376', '128', '128', '222']}, {'category_id': 'cow', 'bbox': ['195', '170', '170', '187']}, {'category_id': 'cow', 'bbox': ['220', '172', '172', '189']}, {'category_id': 'cow', 'bbox': ['478', '196', '196', '206']}, {'category_id': 'cow', 'bbox': ['461', '194', '194', '208']}, {'category_id': 'cow', 'bbox': ['454', '191', '191', '198']}, {'category_id': 'cow', 'bbox': ['415', '188', '188', '198']}, {'category_id': 'cow', 'bbox': ['375', '188', '188', '198']}, {'category_id': 'car', 'bbox': ['459', '174', '174', '184']}, {'category_id': 'car', 'bbox': ['376', '175', '175', '182']}, {'category_id': 'car', 'bbox': ['314', '173', '173', '184']}, {'category_id': 'car', 'bbox': ['239', '173', '173', '182']}]}"
115,000237,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000237.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['232', '37', '37', '201']}]}"
4632,009300,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009300.jpg,"{'annotations': [{'category_id': 'bird', 'bbox': ['64', '153', '153', '369']}]}"
3898,007860,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007860.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['116', '96', '96', '312']}]}"
4,000006,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000006.jpg,"{'annotations': [{'category_id': 'pottedplant', 'bbox': ['187', '135', '135', '242']}, {'category_id': 'chair', 'bbox': ['255', '207', '207', '375']}, {'category_id': 'chair', 'bbox': ['298', '195', '195', '247']}, {'category_id': 'chair', 'bbox': ['279', '190', '190', '231']}, {'category_id': 'chair', 'bbox': ['137', '192', '192', '199']}, {'category_id': 'chair', 'bbox': ['137', '198', '198', '212']}, {'category_id': 'chair', 'bbox': ['138', '211', '211', '375']}]}"
515,001026,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001026.jpg,"{'annotations': [{'category_id': 'dog', 'bbox': ['209', '54', '54', '118']}, {'category_id': 'person', 'bbox': ['152', '89', '89', '408']}, {'category_id': 'person', 'bbox': ['75', '1', '1', '247']}]}"
4430,008893,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008893.jpg,"{'annotations': [{'category_id': 'train', 'bbox': ['27', '122', '122', '286']}, {'category_id': 'train', 'bbox': ['390', '96', '96', '126']}]}"
368,000718,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000718.jpg,"{'annotations': [{'category_id': 'dog', 'bbox': ['148', '25', '25', '374']}]}"
3472,007010,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007010.jpg,"{'annotations': [{'category_id': 'bicycle', 'bbox': ['66', '89', '89', '375']}]}"
1031,002038,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002038.jpg,"{'annotations': [{'category_id': 'cat', 'bbox': ['117', '415', '415', '452']}]}"
4833,009727,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009727.jpg,"{'annotations': [{'category_id': 'boat', 'bbox': ['187', '316', '316', '353']}, {'category_id': 'boat', 'bbox': ['227', '332', '332', '344']}, {'category_id': 'boat', 'bbox': ['242', '278', '278', '306']}, {'category_id': 'boat', 'bbox': ['219', '275', '275', '304']}, {'category_id': 'boat', 'bbox': ['195', '280', '280', '303']}, {'category_id': 'boat', 'bbox': ['216', '252', '252', '276']}, {'category_id': 'boat', 'bbox': ['200', '255', '255', '270']}, {'category_id': 'boat', 'bbox': ['181', '256', '256', '275']}, {'category_id': 'boat', 'bbox': ['167', '259', '259', '276']}, {'category_id': 'boat', 'bbox': ['192', '243', '243', '256']}, {'category_id': 'boat', 'bbox': ['145', '220', '220', '257']}, {'category_id': 'boat', 'bbox': ['164', '245', '245', '257']}, {'category_id': 'boat', 'bbox': ['140', '206', '206', '221']}, {'category_id': 'boat', 'bbox': ['125', '206', '206', '219']}, {'category_id': 'boat', 'bbox': ['128', '184', '184', '198']}, {'category_id': 'boat', 'bbox': ['110', '174', '174', '199']}, {'category_id': 'boat', 'bbox': ['103', '188', '188', '201']}]}"
4741,009536,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/009536.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['57', '61', '61', '354']}]}"
850,001687,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001687.jpg,"{'annotations': [{'category_id': 'bird', 'bbox': ['183', '123', '123', '232']}]}"
1756,003541,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003541.jpg,"{'annotations': [{'category_id': 'person', 'bbox': ['195', '18', '18', '500']}, {'category_id': 'chair', 'bbox': ['271', '350', '350', '500']}]}"
1195,002394,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002394.jpg,"{'annotations': [{'category_id': 'tvmonitor', 'bbox': ['150', '214', '214', '369']}, {'category_id': 'person', 'bbox': ['32', '31', '31', '105']}, {'category_id': 'person', 'bbox': ['4', '31', '31', '105']}, {'category_id': 'person', 'bbox': ['15', '29', '29', '105']}, {'category_id': 'cat', 'bbox': ['92', '147', '147', '172']}]}"
4288,008622,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008622.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['112', '142', '142', '245']}]}"
3676,007409,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007409.jpg,"{'annotations': [{'category_id': 'cat', 'bbox': ['99', '106', '106', '334']}]}"
4168,008393,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008393.jpg,"{'annotations': [{'category_id': 'bird', 'bbox': ['15', '1', '1', '107']}, {'category_id': 'bird', 'bbox': ['203', '82', '82', '375']}, {'category_id': 'bird', 'bbox': ['210', '158', '158', '375']}]}"
849,001681,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001681.jpg,"{'annotations': [{'category_id': 'bird', 'bbox': ['276', '166', '166', '251']}]}"
1676,003381,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003381.jpg,"{'annotations': [{'category_id': 'aeroplane', 'bbox': ['6', '111', '111', '242']}]}"
405,000790,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000790.jpg,"{'annotations': [{'category_id': 'tvmonitor', 'bbox': ['139', '101', '101', '163']}]}"
2161,004353,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004353.jpg,"{'annotations': [{'category_id': 'cat', 'bbox': ['19', '9', '9', '338']}]}"
832,001655,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/001655.jpg,"{'annotations': [{'category_id': 'dog', 'bbox': ['64', '8', '8', '368']}]}"
31,000062,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000062.jpg,"{'annotations': [{'category_id': 'sheep', 'bbox': ['58', '188', '188', '310']}]}"
3877,007818,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007818.jpg,"{'annotations': [{'category_id': 'bus', 'bbox': ['327', '110', '110', '171']}, {'category_id': 'car', 'bbox': ['43', '135', '135', '166']}, {'category_id': 'car', 'bbox': ['92', '136', '136', '165']}, {'category_id': 'car', 'bbox': ['143', '134', '134', '165']}, {'category_id': 'car', 'bbox': ['186', '139', '139', '163']}, {'category_id': 'car', 'bbox': ['217', '147', '147', '160']}, {'category_id': 'car', 'bbox': ['297', '146', '146', '159']}, {'category_id': 'car', 'bbox': ['312', '148', '148', '156']}, {'category_id': 'car', 'bbox': ['1', '184', '184', '244']}]}"
23,000049,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000049.jpg,"{'annotations': [{'category_id': 'cat', 'bbox': ['178', '131', '131', '227']}]}"
2441,004891,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004891.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['131', '108', '108', '248']}]}"
1734,003501,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/003501.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['107', '8', '8', '288']}, {'category_id': 'person', 'bbox': ['36', '84', '84', '332']}]}"
2366,004745,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004745.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['36', '34', '34', '307']}, {'category_id': 'person', 'bbox': ['396', '90', '90', '152']}, {'category_id': 'person', 'bbox': ['75', '44', '44', '116']}]}"
3569,007221,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007221.jpg,"{'annotations': [{'category_id': 'cat', 'bbox': ['32', '33', '33', '372']}]}"
3333,006723,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/006723.jpg,"{'annotations': [{'category_id': 'bus', 'bbox': ['42', '58', '58', '203']}]}"
73,000145,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000145.jpg,"{'annotations': [{'category_id': 'train', 'bbox': ['52', '88', '88', '291']}]}"
4067,008192,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008192.jpg,"{'annotations': [{'category_id': 'sheep', 'bbox': ['225', '181', '181', '315']}, {'category_id': 'sheep', 'bbox': ['384', '144', '144', '248']}, {'category_id': 'horse', 'bbox': ['403', '33', '33', '158']}, {'category_id': 'person', 'bbox': ['151', '54', '54', '274']}, {'category_id': 'bottle', 'bbox': ['169', '100', '100', '136']}, {'category_id': 'sheep', 'bbox': ['61', '107', '107', '158']}]}"
3554,007188,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/007188.jpg,"{'annotations': [{'category_id': 'bird', 'bbox': ['229', '141', '141', '259']}]}"
4439,008903,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/008903.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['244', '151', '151', '227']}, {'category_id': 'car', 'bbox': ['1', '151', '151', '175']}]}"
1173,002339,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/002339.jpg,"{'annotations': [{'category_id': 'pottedplant', 'bbox': ['231', '156', '156', '257']}]}"
2082,004187,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/004187.jpg,"{'annotations': [{'category_id': 'car', 'bbox': ['212', '309', '309', '365']}, {'category_id': 'car', 'bbox': ['316', '330', '330', '375']}]}"
365,000708,/home/k/Documents/datasets/voc/extract/VOCdevkit/VOC2007_test/JPEGImages/000708.jpg,"{'annotations': [{'category_id': 'bird', 'bbox': ['351', '183', '183', '369']}]}"
